R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,education,major
2,2,2,4,2,3,2,2,3,4,4,2,3,3,3,2,3,4,5,3,2,4,5,4,4,5,4,4,4,5,5,5,3,2,3,4,4,5,3,3,3,2,2,3,4,2,2,3,2,ARTS AND DESIGN
4,5,1,1,4,4,1,4,4,4,4,4,4,4,4,4,5,5,2,4,2,4,5,4,2,5,4,5,4,5,2,4,2,1,4,4,4,5,2,5,1,1,2,1,1,1,1,1,2,psychology
1,1,1,1,1,1,1,1,5,5,4,3,4,4,4,3,4,2,4,3,4,3,3,3,4,3,3,2,4,3,4,3,1,1,1,1,1,1,1,3,1,1,3,3,2,4,1,1,4,psychology
4,3,1,3,1,1,2,1,3,5,5,4,5,5,4,4,5,2,5,4,5,4,1,1,5,3,5,3,5,3,4,3,5,4,3,3,5,5,4,4,5,4,3,3,1,3,3,3,2,Marketing
3,3,2,3,2,3,2,2,3,3,3,2,3,3,2,3,4,3,4,2,3,4,5,4,4,3,4,5,4,4,5,4,2,3,4,3,2,4,2,5,2,4,4,2,2,3,2,2,2,Education
3,3,1,1,1,2,2,3,3,3,2,5,2,2,1,1,2,4,3,4,2,3,2,2,5,5,5,4,5,5,5,5,1,3,3,3,5,3,3,3,3,3,3,3,3,4,3,2,2,Early Childhood Education
5,2,1,1,1,1,1,1,4,4,4,1,4,4,4,1,1,1,4,1,4,4,5,2,5,5,5,1,5,4,1,1,1,1,1,1,1,4,1,2,4,1,1,5,4,1,1,4,2,psychology
3,3,1,3,1,3,3,3,4,3,2,2,2,2,2,2,5,4,5,5,4,5,4,5,4,4,4,4,5,4,4,5,3,3,3,3,2,3,3,3,1,2,2,2,1,3,1,2,3,Criminology
1,4,1,2,1,2,1,1,4,4,3,3,2,4,2,4,5,4,5,4,4,5,5,4,5,4,3,4,4,1,2,2,2,1,1,2,4,1,2,1,1,1,1,1,1,1,1,1,4,leadership
2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,1,4,1,1,3,4,4,4,5,4,5,5,3,3,2,2,1,2,2,1,1,3,3,3,3,5,4,2,3,3,Early Childhood Education
5,2,3,1,5,2,3,3,4,2,0,2,5,2,4,2,3,4,1,2,4,3,5,2,3,4,1,3,4,4,5,3,3,3,1,4,4,4,4,3,2,3,2,5,3,3,4,3,2,criminal justice
4,4,2,4,4,4,5,4,4,3,3,4,4,3,3,3,3,2,4,3,3,4,3,4,2,5,2,5,2,4,3,4,4,3,3,4,4,3,4,3,4,4,5,3,4,5,4,4,2,computer engineering technology
2,1,1,1,1,1,1,1,2,3,3,3,3,5,3,1,4,1,2,3,2,5,1,1,4,4,2,3,4,5,3,3,1,1,2,2,1,3,1,1,1,1,1,1,5,1,1,1,2,Math and Science 
5,1,1,5,5,4,5,1,3,4,5,3,3,5,1,5,3,1,4,3,3,5,5,1,5,1,3,3,4,1,4,3,5,1,5,2,5,3,1,3,1,1,4,3,5,5,2,2,3,"mathmatics, physics, chemistry"
1,2,2,1,2,3,3,2,4,4,3,5,4,5,4,4,3,5,3,4,2,3,4,4,2,4,4,2,4,2,4,2,2,1,3,1,3,1,2,1,1,1,2,2,4,1,1,2,4,Religion /  Philosophy
1,4,1,1,1,5,1,4,4,4,4,1,4,5,4,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,2,4,4,4,4,4,2,4,1,1,1,2,1,1,2,2,3,Music
1,2,1,2,2,3,1,1,3,3,2,4,2,4,1,1,4,4,4,5,2,5,5,4,4,4,5,5,5,4,4,1,1,2,4,5,5,2,3,1,5,1,5,5,5,5,5,3,3,General Studies
3,1,1,3,1,1,3,1,5,5,3,5,5,3,3,3,1,3,5,5,5,5,1,5,3,3,1,5,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,3,1,3,4,library&info science
1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,3,4,5,2,4,1,3,3,5,3,4,4,4,3,3,3,4,3,5,5,5,4,2,3,3,4,4,3,4,2,4,2,undeclared
3,4,1,3,1,4,2,4,5,4,3,5,5,2,3,2,1,2,4,3,3,2,3,3,4,4,2,5,3,2,3,3,2,3,4,2,4,4,3,3,4,3,4,4,4,4,3,3,4,Healthcare admin
4,2,2,0,3,3,3,2,3,2,2,4,3,3,3,3,2,2,2,3,3,3,3,2,2,2,4,3,4,3,4,4,2,2,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,Undecided
3,4,2,3,1,4,3,1,5,5,5,5,5,5,5,5,4,4,3,4,1,4,4,3,3,5,5,4,5,4,5,5,1,4,3,1,1,1,1,1,1,1,1,1,1,4,1,1,3,Environmental Science
2,3,3,2,2,2,3,3,4,4,4,3,4,4,4,3,4,4,3,5,5,4,4,5,4,3,4,3,4,3,4,4,3,3,3,3,3,3,4,3,2,3,2,3,2,2,3,3,4,psychology
3,1,1,2,1,2,1,1,5,2,3,5,4,3,5,2,3,2,1,3,2,4,1,2,4,4,5,4,5,5,5,5,1,3,2,3,2,4,2,3,1,3,2,2,3,4,2,1,2,Nursing
3,2,2,2,1,1,1,1,4,4,5,4,5,5,5,3,1,2,2,1,1,1,1,1,5,4,4,4,5,4,4,1,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,3,Biology
1,2,1,1,1,1,1,1,4,3,1,2,2,5,1,1,5,4,4,5,3,5,5,5,4,5,5,5,5,4,3,2,1,1,1,5,5,2,3,2,5,1,5,5,4,4,5,4,3,General Studies
1,1,1,1,1,1,1,1,3,4,5,2,4,4,4,1,4,4,3,4,4,5,2,4,4,5,4,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,education
3,1,1,2,2,1,1,1,4,3,2,4,4,1,1,1,2,4,4,0,4,0,4,4,5,4,5,5,5,1,4,4,3,2,3,2,5,1,3,1,2,2,2,3,2,1,3,1,3,psychology
1,2,1,2,1,1,1,2,4,4,4,4,4,4,4,2,4,2,4,2,4,4,2,2,5,5,5,4,5,4,5,4,2,1,4,2,4,2,3,1,1,1,2,2,2,2,2,1,4,psychology
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,5,5,5,2,5,5,5,3,1,2,2,1,3,1,1,1,5,1,5,5,1,5,1,1,3,Business & Criminal Justice
2,3,1,2,1,2,1,3,4,5,4,2,4,4,4,2,3,2,3,1,4,3,1,2,3,4,5,1,5,3,4,3,2,3,3,1,2,2,2,3,3,3,3,3,2,3,3,2,2,psychology
1,3,2,1,1,1,1,3,5,4,4,3,4,3,4,4,1,3,5,3,4,5,5,4,5,5,2,4,3,4,4,2,1,1,3,1,3,2,3,2,1,1,1,2,1,2,1,1,3,History
1,1,1,1,1,1,1,1,3,4,3,1,1,2,1,2,3,5,1,0,5,4,1,4,5,3,4,4,4,4,4,1,1,1,4,5,5,4,2,3,1,1,1,2,2,1,1,2,3,anthropology
2,2,2,2,1,2,2,1,1,4,3,1,1,2,2,2,4,4,3,4,5,2,4,4,3,4,4,2,4,3,4,2,4,4,3,3,3,4,3,5,3,3,3,3,3,3,3,3,2,business
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,3,5,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,3,1,1,1,1,1,1,2,Film
4,3,4,4,4,5,4,4,5,5,5,5,4,5,4,5,4,3,5,5,4,5,5,4,3,3,3,4,3,4,4,3,3,3,3,2,3,4,3,4,3,3,2,3,3,3,3,5,2,Welding/ psychology 
5,1,1,4,5,1,3,3,3,2,4,4,4,3,4,4,5,4,2,5,3,5,1,4,1,4,1,4,2,1,1,4,1,1,1,2,1,1,1,4,1,1,1,3,1,1,3,1,2,art
2,1,2,5,2,2,2,1,3,4,5,2,4,5,3,3,4,4,5,5,5,5,5,5,1,3,3,1,1,4,3,2,2,3,2,4,1,3,2,5,1,3,2,2,1,1,2,3,2,Music
3,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,4,3,2,1,1,4,1,1,4,5,4,1,4,3,5,5,4,4,5,5,4,4,4,4,5,3,4,4,1,3,4,4,2,education
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,5,3,3,2,4,2,4,3,1,1,3,3,1,3,1,3,4,1,1,4,1,3,3,3,3,psychology
3,4,3,2,3,4,3,5,5,5,5,5,3,5,4,3,4,3,4,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,5,5,3,4,5,5,3,3,3,3,3,3,4,4,2,Early Childhood Education 
2,2,1,2,1,1,1,3,5,5,5,5,5,5,5,4,1,1,4,1,1,2,1,4,5,5,5,5,5,5,5,5,2,2,1,3,2,2,2,1,4,4,4,4,4,3,4,4,3,Biology
1,2,2,2,2,2,2,2,3,3,2,4,2,2,2,2,4,3,4,4,3,3,4,4,3,2,3,4,3,2,2,2,4,2,4,4,4,2,4,2,2,2,2,2,2,2,2,2,3,business
4,4,2,4,4,2,4,2,3,4,4,3,3,3,3,4,2,2,3,3,3,5,3,4,3,3,4,3,4,4,3,3,3,4,3,3,3,4,3,5,3,4,3,4,3,4,2,3,2,"Simulation, Animation, and Gaming"
5,1,1,1,1,1,1,1,5,5,5,1,5,1,5,1,1,5,5,5,5,4,1,4,5,3,4,3,5,4,5,4,1,2,2,1,1,1,1,1,5,1,1,1,0,4,1,1,3,education
1,1,1,5,1,1,1,1,4,5,5,3,4,5,3,4,5,1,5,5,5,5,5,5,2,3,3,1,1,3,3,1,2,2,2,4,1,4,2,5,1,2,2,1,1,1,1,1,2,Music
3,2,1,3,1,3,1,2,3,3,3,1,2,3,2,1,1,4,3,1,4,2,3,3,2,3,2,4,3,5,2,1,1,2,5,5,5,3,2,3,1,2,4,4,3,3,4,2,3,finance
1,1,1,1,1,1,1,1,4,4,5,4,4,4,2,2,2,2,2,1,4,2,1,1,4,3,4,5,5,2,4,3,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,4,Psychology and counseling
4,3,1,2,1,2,1,2,5,4,4,4,3,4,3,2,5,5,5,5,3,5,2,4,4,3,2,5,3,4,4,2,2,3,4,2,4,3,2,2,3,2,2,2,2,2,2,1,3,COMMUNICATION
1,2,1,2,3,3,3,3,4,3,4,4,4,3,4,2,2,2,3,4,5,3,3,5,2,4,4,3,5,3,4,4,3,3,3,4,3,3,4,3,2,3,3,3,3,3,3,3,2,biology
4,1,3,1,1,3,3,3,3,4,1,2,1,1,1,1,1,2,1,2,4,1,1,1,5,5,4,2,5,3,5,4,1,1,1,1,1,1,1,5,1,3,1,1,1,4,1,1,2,Secondary Education 
3,1,1,1,1,1,1,1,2,5,5,2,5,4,4,4,2,2,4,2,2,2,1,2,3,5,2,3,4,4,2,1,1,1,3,1,3,1,1,1,1,1,4,4,1,4,1,1,2,Biology
1,1,1,2,1,1,2,1,2,4,3,2,3,4,3,4,1,4,3,4,4,4,1,3,3,3,2,1,2,1,2,2,1,1,1,1,3,2,1,1,2,2,3,2,3,4,1,2,3,philosophy
1,1,1,1,1,1,1,1,5,3,3,5,3,1,3,3,3,3,3,3,1,3,1,3,1,3,5,4,3,5,3,5,1,3,1,5,1,3,3,3,1,1,1,1,1,1,1,1,2,Nursing
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,3,4,3,5,3,4,4,4,5,4,2,1,1,5,1,4,1,3,1,1,1,1,1,1,1,1,2,teacher
5,4,5,5,5,5,5,3,4,4,4,5,4,4,4,5,5,3,5,3,3,5,5,5,2,2,1,1,1,1,1,1,2,1,3,1,5,2,1,4,4,5,4,4,5,5,5,4,2,mechanical engineering
1,2,1,2,1,2,2,2,3,2,2,3,1,2,2,2,2,0,3,3,3,4,2,4,4,4,3,3,5,3,3,3,3,4,2,5,4,4,4,3,3,2,2,3,0,3,3,3,2,psycology
4,3,1,5,2,2,2,4,5,5,4,5,4,4,4,4,3,3,1,5,3,5,2,3,1,1,1,3,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,2,1,1,1,1,3,COMPUTERS
1,1,1,1,1,1,1,1,3,4,2,3,2,2,2,1,1,1,1,1,4,2,1,2,4,5,4,2,4,2,5,5,1,2,2,1,1,2,4,3,1,1,1,3,1,2,1,1,3,psychology
1,3,1,1,1,4,2,3,3,5,3,4,4,4,3,2,3,4,3,5,5,4,3,4,4,5,5,2,5,5,4,3,1,4,1,2,4,3,2,4,2,2,1,3,1,2,2,3,4,law
1,1,1,1,2,1,1,1,4,4,3,3,3,2,2,1,1,3,4,4,5,2,4,4,5,5,2,5,5,2,4,1,1,4,2,1,2,4,5,4,1,4,4,1,3,5,3,1,3,English
4,1,1,5,5,1,5,3,4,1,1,5,3,1,5,1,1,3,5,5,3,5,1,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,psychology
3,1,1,1,1,1,1,1,4,4,3,3,1,3,1,1,1,1,3,1,1,1,2,1,4,3,4,3,5,3,4,5,2,2,4,3,3,3,3,3,2,2,2,3,2,1,3,2,2,elder care administration
1,1,1,1,1,1,2,1,3,1,3,1,1,3,0,1,1,3,1,1,5,3,1,2,3,1,3,2,4,0,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,Education
3,2,1,1,1,2,3,2,4,4,3,1,2,3,3,4,4,5,5,4,4,3,4,5,4,5,3,4,3,4,4,4,4,3,3,3,3,2,4,3,2,2,2,2,2,3,2,2,3,Communication
1,1,1,3,1,1,1,1,4,5,5,3,4,4,5,1,5,3,5,1,2,5,1,3,3,5,3,4,4,5,5,2,1,1,3,1,5,1,1,1,4,1,4,4,4,4,4,2,3,Psychology
2,3,1,2,2,2,2,2,4,4,2,3,4,4,3,2,2,3,3,3,5,3,1,4,4,4,3,2,5,2,4,3,2,3,4,4,4,4,4,3,2,2,3,3,4,4,3,2,3,Education
4,4,4,3,4,3,2,2,5,4,5,1,3,2,2,5,5,3,5,4,4,5,2,4,4,1,1,3,2,1,2,1,2,1,2,4,3,4,1,4,2,4,3,3,3,2,3,4,4,fine arts 
3,1,1,2,2,1,2,1,5,4,4,3,2,4,3,3,2,3,5,3,5,3,3,4,4,4,5,4,4,4,4,3,1,2,2,2,1,2,1,1,2,3,1,2,2,3,1,1,3,psycholgy and film
3,4,4,5,1,4,3,1,5,5,5,4,4,5,4,1,3,5,5,5,5,5,1,5,4,3,4,1,4,4,5,4,4,2,1,2,1,3,2,3,1,2,3,1,3,3,2,2,3,english
2,1,1,1,1,1,1,1,3,4,3,3,4,3,3,2,4,3,3,4,5,4,1,3,5,1,4,1,4,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Nursing
1,1,1,1,1,1,1,1,3,4,1,3,3,1,1,1,2,2,3,2,2,2,1,1,5,3,3,2,4,3,4,3,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,4,psychology
1,2,2,1,1,1,1,1,4,2,2,3,1,4,1,4,2,3,3,4,5,4,4,2,2,2,3,3,3,1,3,2,2,2,4,2,5,1,2,2,1,1,1,1,3,3,3,1,3,liberal arts
3,2,1,4,1,1,2,1,4,3,3,3,3,2,1,4,1,4,4,5,3,1,5,4,5,4,2,5,5,4,3,2,4,4,5,2,5,4,5,5,4,3,5,4,4,5,4,4,3,Computer and Political Science
4,2,2,4,2,1,2,1,1,3,2,2,2,1,1,3,1,1,4,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,3,2,3,3,3,2,2,Computer Science
5,4,2,4,2,3,3,3,5,5,2,5,2,4,3,4,2,2,4,4,4,5,5,4,4,4,3,4,3,3,3,3,1,2,2,2,3,2,3,5,1,3,2,2,4,3,2,3,3,Print packaging and graphics
2,2,1,2,1,1,1,2,1,4,2,2,1,4,1,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,2,3,2,3,3,2,3,4,3,2,3,3,3,3,3,3,4,political science
5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,psychology
4,2,3,4,1,2,3,3,4,5,5,5,4,4,4,3,3,5,3,5,3,4,5,4,1,5,4,3,4,4,5,3,1,2,2,1,2,1,1,2,1,2,1,1,3,3,1,2,2,Biology
3,3,1,5,4,5,4,4,2,4,2,2,1,2,1,2,1,2,2,1,1,3,5,2,2,3,1,3,1,1,3,1,2,2,5,2,4,4,1,4,1,5,2,1,1,3,2,2,3,Computer engineering
1,2,2,2,2,3,1,2,5,5,5,3,3,4,3,4,3,2,5,3,5,3,3,4,1,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,Public Health
4,1,4,5,3,2,3,3,4,4,5,4,4,3,4,5,3,3,3,3,2,4,5,3,4,2,1,3,3,3,3,3,4,4,4,2,4,3,3,4,4,4,5,4,5,4,4,3,4,mathematics
3,3,1,1,3,5,1,3,5,5,5,1,5,5,5,5,1,1,2,1,3,1,5,2,5,5,3,5,2,4,5,1,5,1,5,1,5,1,4,3,1,1,1,3,4,3,4,1,4,Business /Finance
1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,2,1,2,1,1,1,1,1,1,4,5,5,4,5,4,3,2,1,1,3,1,4,1,3,4,1,1,1,2,1,1,1,1,4,Social work
1,1,1,5,1,1,1,1,5,5,5,1,5,5,5,1,1,5,1,1,5,5,5,1,5,5,4,5,5,1,1,5,1,1,2,1,1,1,5,1,1,1,1,1,1,5,1,1,3,English and Anthropology
3,1,1,3,2,3,3,2,3,5,4,4,3,4,3,4,4,4,4,5,4,5,2,4,4,4,3,3,3,2,3,2,2,2,1,2,2,2,2,4,3,3,3,3,2,3,3,2,4,humanities and education
3,1,2,2,2,2,2,2,4,1,2,3,2,2,2,2,2,1,4,1,2,2,2,2,4,5,4,3,4,4,4,4,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3,Health promotion
1,1,1,1,1,1,1,1,3,4,3,1,1,3,1,1,2,4,3,5,4,4,5,3,2,2,4,4,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,Criminal Justice
1,0,1,1,1,1,1,1,3,4,3,3,3,4,2,3,4,5,4,3,4,5,1,5,2,3,4,2,3,4,4,2,1,2,4,3,3,2,2,2,1,1,1,1,1,1,1,1,2,art history
5,2,1,1,1,3,2,1,5,5,5,2,5,5,4,5,2,4,4,3,4,3,1,4,5,5,5,3,5,5,4,5,4,2,5,4,5,5,1,5,2,4,4,1,1,2,1,1,4,tourism
2,3,2,3,2,3,2,3,3,3,3,4,3,2,3,2,3,3,2,3,3,4,4,3,5,5,5,4,5,5,4,4,2,1,4,4,4,4,3,4,3,3,2,3,2,2,4,2,4,Psychology
2,1,1,1,2,1,1,1,3,5,3,2,2,3,2,1,1,2,2,2,2,2,1,2,4,4,4,2,4,4,4,3,2,1,2,1,1,1,1,1,1,1,2,3,2,3,1,1,3,Psychology
3,2,1,2,1,3,3,1,3,5,5,1,4,4,3,1,1,3,1,3,1,2,4,1,1,2,3,2,3,2,2,3,1,1,3,1,3,1,2,3,1,1,1,1,1,1,2,1,3,General studies
4,4,2,5,2,3,3,2,4,4,4,5,4,3,4,4,2,3,2,3,4,4,5,2,3,5,5,4,5,3,3,4,1,2,3,2,3,2,3,3,4,4,4,4,5,5,4,4,3,Psychology
3,3,5,5,4,5,2,4,5,5,5,5,4,4,5,3,3,4,3,5,4,5,5,5,4,5,5,5,4,5,3,5,2,4,3,1,2,2,2,5,1,3,1,1,1,2,1,1,2,Speech Language Pathology
3,1,1,1,1,1,1,1,3,4,3,1,1,3,1,1,4,5,5,5,4,3,4,5,5,4,5,2,5,4,5,3,4,3,4,3,2,4,5,4,2,2,2,3,2,4,1,2,2,College SSW
1,2,1,2,1,2,1,1,3,2,3,2,2,2,3,2,2,4,4,3,3,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,3,2,2,1,1,1,3,1,3,1,1,1,3,Design
4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,5,2,4,3,4,2,3,5,3,1,1,1,2,1,1,1,4,2,2,2,1,3,5,1,2,3,civil engineering
1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,4,2,4,2,3,3,4,5,4,4,3,4,3,4,4,4,4,2,2,2,4,2,2,4,3,2,1,1,2,1,2,2,1,3,criminal justice
3,1,1,2,1,3,3,1,5,4,4,4,1,4,4,4,1,1,3,3,4,3,4,4,1,3,4,2,4,4,5,5,3,4,4,5,2,5,5,3,2,3,3,2,1,4,2,2,2,Nursing
3,1,2,1,1,1,1,1,5,4,4,4,3,4,3,3,3,4,5,4,4,4,4,4,4,4,4,3,4,3,3,5,1,4,3,4,3,5,1,4,2,2,2,3,3,4,3,3,3,Psychology
2,3,1,2,1,4,1,3,5,4,3,5,4,4,2,3,4,5,4,5,3,5,5,5,5,5,4,5,5,5,5,2,2,1,3,1,3,2,4,3,1,1,1,1,1,1,1,1,3,Biology
1,1,1,1,1,1,1,1,5,3,2,3,5,1,5,1,2,2,1,4,2,2,3,3,3,4,4,5,3,3,5,5,1,1,2,3,1,1,2,1,1,1,1,2,1,3,1,1,2,Nursing
3,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,3,3,3,2,5,3,2,1,2,2,4,1,4,3,1,2,3,2,1,2,1,1,1,1,2,psychology
1,4,1,2,1,5,1,1,5,2,5,5,5,2,4,1,1,1,1,4,5,4,1,1,4,2,4,3,5,1,5,1,1,2,2,1,5,1,1,1,5,2,2,1,2,3,1,1,3,Journalism
3,1,1,3,1,5,1,2,5,5,5,4,5,3,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,5,5,1,5,2,3,2,5,5,3,1,1,3,Economics
3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,4,3,4,2,3,4,4,4,3,4,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,psychology
5,3,1,1,1,1,3,3,5,1,2,5,3,1,3,3,5,1,3,5,4,5,1,1,3,5,3,5,4,4,5,5,1,1,4,3,4,3,1,5,4,3,2,3,5,5,3,3,3,Biomedical Engineering
2,2,2,3,1,4,1,2,5,3,2,5,5,5,4,5,4,5,2,5,5,5,1,5,1,5,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,2,administrative assistant
2,1,1,1,1,1,1,1,4,1,4,3,4,1,3,3,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,4,2,3,4,1,1,1,2,2,3,1,1,3,1,1,1,3,3,Sociological 
3,1,1,2,1,1,2,1,4,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,4,4,3,4,3,4,3,3,2,2,5,3,5,3,2,3,5,4,4,5,5,4,4,3,3,Human and Organizational Development
2,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,4,4,1,4,2,2,2,2,1,2,2,2,1,4,2,4,2,2,2,2,2,4,4,2,2,3,Biology
1,1,1,1,1,1,1,1,2,3,4,1,2,4,2,1,2,3,4,4,4,2,3,3,4,4,3,3,4,4,4,3,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,3,Education
1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,4,5,5,5,5,5,1,2,3,4,3,3,3,2,3,2,3,3,5,2,5,3,1,2,4,3,3,5,4,1,1,2,4,psychology
1,1,1,2,1,3,2,1,3,3,2,3,3,2,2,1,2,2,2,4,4,3,2,1,2,3,3,4,3,2,3,2,3,4,4,2,4,2,4,2,2,2,2,3,2,2,3,2,2,psychology
4,4,0,4,0,3,3,3,4,4,4,3,5,2,3,2,3,3,1,3,4,5,4,2,3,1,1,4,1,1,1,1,3,1,2,1,3,2,2,2,3,4,3,2,3,4,2,3,2,Psychology
4,1,2,1,1,3,1,2,3,3,3,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,5,4,4,2,5,3,3,3,3,2,2,2,2,3,accounting
2,3,4,2,2,4,2,4,5,4,3,5,4,4,4,4,2,2,2,5,5,3,5,2,4,4,4,3,5,2,3,2,1,2,2,3,1,2,2,2,1,3,2,1,1,2,2,2,3,emergency medical services
1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,5,5,4,5,5,5,3,5,4,3,3,5,5,5,5,3,2,2,3,3,4,4,1,3,2,1,2,2,2,3,3,1,2,Communications
3,4,3,4,2,4,2,5,2,4,2,1,1,3,1,2,2,2,2,4,1,2,4,2,5,5,4,5,5,2,4,4,4,3,5,3,5,2,4,3,4,4,3,4,3,4,4,4,2,Construction management
4,3,1,3,3,3,4,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,1,4,1,4,1,4,4,4,4,4,4,4,3,2,Accounting
3,1,1,3,1,1,2,1,5,4,4,5,5,4,4,3,2,2,5,4,3,5,5,5,4,3,5,4,5,4,4,5,2,4,2,4,2,3,3,5,1,3,1,1,2,1,1,2,2,medicine
5,1,4,4,1,3,1,1,5,4,5,5,5,3,5,5,4,4,2,3,5,4,5,3,3,1,3,3,3,4,3,1,3,2,5,1,5,4,3,1,1,3,4,1,3,3,1,3,4,molecular biology 
3,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,4,4,4,4,2,1,1,4,4,1,3,4,2,2,1,2,2,4,1,2,1,3,2,1,4,2,1,2,2,1,1,3,sociology
5,2,3,3,3,4,1,0,3,5,5,3,4,5,4,5,4,4,5,5,5,5,3,5,2,5,3,3,3,4,3,5,1,1,3,3,3,5,4,3,1,4,3,3,3,3,2,3,3,Architecture
4,4,3,3,1,5,1,4,5,5,4,3,4,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,4,4,4,4,5,4,4,5,5,5,5,5,1,2,1,3,2,2,4,1,4,Physiology
4,4,3,5,3,5,2,3,5,5,5,5,5,5,5,4,3,4,5,3,2,4,4,3,4,4,3,4,4,5,4,4,1,1,1,2,2,3,1,5,1,2,4,3,5,3,2,3,4,Biology
2,1,1,3,1,1,2,1,4,5,5,4,4,5,4,4,5,4,3,5,5,5,1,3,4,3,2,1,3,3,4,2,1,2,2,1,2,1,1,3,1,2,2,1,2,2,1,2,3,sound design
1,3,2,1,2,1,1,1,4,5,4,3,2,4,2,3,4,4,2,4,4,4,5,4,5,5,1,4,4,4,4,2,3,4,3,2,2,3,5,3,2,2,1,2,2,2,2,2,3,psychology
3,1,1,1,1,1,3,1,3,3,1,1,1,3,1,1,5,1,5,1,1,5,1,3,1,3,1,3,1,1,1,1,1,1,3,1,3,3,1,5,1,3,3,3,5,1,1,3,3,international business
2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,5,5,5,4,4,5,1,4,5,3,4,2,5,4,3,4,4,2,4,4,5,4,5,4,4,2,4,3,2,2,4,3,3,music
3,2,1,4,3,3,4,3,4,4,1,1,2,3,1,2,2,2,3,2,2,4,1,5,4,4,3,4,5,4,2,5,1,1,4,5,5,4,2,5,4,3,4,5,5,5,2,4,4,Human Resources
1,1,1,1,1,1,1,1,3,5,5,3,4,4,3,2,4,4,5,3,5,3,1,4,3,2,4,3,3,4,4,3,1,1,3,1,3,1,1,1,2,2,2,2,3,3,1,2,3,English
1,2,2,4,2,2,1,2,1,3,2,3,2,3,1,2,1,2,2,2,2,2,4,3,1,2,3,3,3,4,3,2,4,2,3,2,3,3,2,2,2,2,4,2,3,3,2,1,2,Architecture
